sigma_theta,sigma_c,sigma_t,stress_ratio,brittleness_index,Wet,depth,rockburst_grade,rock_quality_index,seismic_energy,fracture_volume,total_seismic_energy,seismic_pulses
,,,,,4.486330798479087,710.0,3.0,,,,19520.0,211.0
,,,,,4.486330798479087,710.0,0.0,,,,47980.0,382.0
,,,,,4.486330798479087,710.0,0.0,,,,54050.0,373.0
,,,,,4.486330798479087,710.0,3.0,,,,38180.0,322.0
,,,,,4.486330798479087,710.0,3.0,,,,68970.0,624.0
,,,,,4.486330798479087,710.0,0.0,,,,29400.0,331.0
,,,,,4.486330798479087,710.0,3.0,,,,36100.0,285.0
,,,,,4.486330798479087,710.0,0.0,,,,45170.0,557.0
,,,,,4.486330798479087,710.0,0.0,,,,38010.0,410.0
,,,,,4.486330798479087,710.0,0.0,,,,22090.0,174.0
,,,,,4.486330798479087,710.0,3.0,,,,34600.0,389.0
,,,,,4.486330798479087,710.0,0.0,,,,22860.0,313.0
,,,,,4.486330798479087,710.0,0.0,,,,25940.0,233.0
,,,,,4.486330798479087,710.0,3.0,,,,45670.0,382.0
,,,,,4.486330798479087,710.0,0.0,,,,26190.0,246.0
,,,,,4.486330798479087,710.0,0.0,,,,21970.0,183.0
,,,,,4.486330798479087,710.0,0.0,,,,19120.0,194.0
,,,,,4.486330798479087,710.0,0.0,,,,5180.0,73.0
,,,,,4.486330798479087,710.0,3.0,,,,17660.0,224.0
,,,,,4.486330798479087,710.0,0.0,,,,44020.0,528.0
,,,,,4.486330798479087,710.0,3.0,,,,54610.0,527.0
,,,,,4.486330798479087,710.0,3.0,,,,29410.0,345.0
,,,,,4.486330798479087,710.0,3.0,,,,60390.0,622.0
,,,,,4.486330798479087,710.0,0.0,,,,52990.0,483.0
,,,,,4.486330798479087,710.0,3.0,,,,39330.0,409.0
,,,,,4.486330798479087,710.0,0.0,,,,46810.0,552.0
,,,,,4.486330798479087,710.0,0.0,,,,59300.0,690.0
,,,,,4.486330798479087,710.0,3.0,,,,10370.0,134.0
,,,,,4.486330798479087,710.0,0.0,,,,47500.0,668.0
,,,,,4.486330798479087,710.0,0.0,,,,46430.0,737.0
,,,,,4.486330798479087,710.0,3.0,,,,34960.0,565.0
,,,,,4.486330798479087,710.0,0.0,,,,20340.0,271.0
,,,,,4.486330798479087,710.0,0.0,,,,4930.0,109.0
,,,,,4.486330798479087,710.0,3.0,,,,61770.0,1062.0
,,,,,4.486330798479087,710.0,0.0,,,,73420.0,1202.0
,,,,,4.486330798479087,710.0,0.0,,,,38170.0,784.0
,,,,,4.486330798479087,710.0,0.0,,,,5500.0,152.0
,,,,,4.486330798479087,710.0,3.0,,,,4630.0,89.0
,,,,,4.486330798479087,710.0,3.0,,,,3250.0,68.0
,,,,,4.486330798479087,710.0,0.0,,,,30460.0,457.0
,,,,,4.486330798479087,710.0,0.0,,,,28300.0,569.0
,,,,,4.486330798479087,710.0,0.0,,,,15500.0,255.0
,,,,,4.486330798479087,710.0,3.0,,,,19320.0,320.0
,,,,,4.486330798479087,710.0,0.0,,,,59380.0,949.0
,,,,,4.486330798479087,710.0,3.0,,,,39700.0,805.0
,,,,,4.486330798479087,710.0,3.0,,,,61140.0,306.0
,,,,,4.486330798479087,710.0,0.0,,,,93190.0,439.0
,,,,,4.486330798479087,710.0,3.0,,,,108750.0,384.0
,,,,,4.486330798479087,710.0,0.0,,,,73820.0,322.0
,,,,,4.486330798479087,710.0,0.0,,,,102380.0,508.0
,,,,,4.486330798479087,710.0,0.0,,,,88360.0,443.0
,,,,,4.486330798479087,710.0,0.0,,,,56810.0,285.0
,,,,,4.486330798479087,710.0,3.0,,,,106610.0,546.0
,,,,,4.486330798479087,710.0,0.0,,,,61710.0,376.0
,,,,,4.486330798479087,710.0,0.0,,,,53900.0,320.0
,,,,,4.486330798479087,710.0,0.0,,,,66680.0,430.0
,,,,,4.486330798479087,710.0,0.0,,,,43660.0,281.0
,,,,,4.486330798479087,710.0,0.0,,,,11730.0,59.0
,,,,,4.486330798479087,710.0,0.0,,,,6530.0,38.0
,,,,,4.486330798479087,710.0,0.0,,,,9280.0,43.0
,,,,,4.486330798479087,710.0,0.0,,,,86740.0,486.0
,,,,,4.486330798479087,710.0,0.0,,,,92380.0,514.0
,,,,,4.486330798479087,710.0,0.0,,,,52780.0,350.0
,,,,,4.486330798479087,710.0,0.0,,,,56830.0,394.0
,,,,,4.486330798479087,710.0,3.0,,,,80210.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,78430.0,455.0
,,,,,4.486330798479087,710.0,0.0,,,,47370.0,296.0
,,,,,4.486330798479087,710.0,0.0,,,,73180.0,488.0
,,,,,4.486330798479087,710.0,0.0,,,,104410.0,631.0
,,,,,4.486330798479087,710.0,0.0,,,,8190.0,64.0
,,,,,4.486330798479087,710.0,0.0,,,,3410.0,33.0
,,,,,4.486330798479087,710.0,3.0,,,,1860.0,33.0
,,,,,4.486330798479087,710.0,3.0,,,,31620.0,208.0
,,,,,4.486330798479087,710.0,0.0,,,,81600.0,628.0
,,,,,4.486330798479087,710.0,0.0,,,,42390.0,356.0
,,,,,4.486330798479087,710.0,0.0,,,,36400.0,303.0
,,,,,4.486330798479087,710.0,0.0,,,,69070.0,505.0
,,,,,4.486330798479087,710.0,0.0,,,,40420.0,269.0
,,,,,4.486330798479087,710.0,0.0,,,,11390.0,89.0
,,,,,4.486330798479087,710.0,0.0,,,,5550.0,44.0
,,,,,4.486330798479087,710.0,0.0,,,,7040.0,37.0
,,,,,4.486330798479087,710.0,0.0,,,,39050.0,305.0
,,,,,4.486330798479087,710.0,0.0,,,,55530.0,438.0
,,,,,4.486330798479087,710.0,0.0,,,,53390.0,432.0
,,,,,4.486330798479087,710.0,0.0,,,,37270.0,293.0
,,,,,4.486330798479087,710.0,0.0,,,,53170.0,461.0
,,,,,4.486330798479087,710.0,0.0,,,,42280.0,375.0
,,,,,4.486330798479087,710.0,0.0,,,,27980.0,243.0
,,,,,4.486330798479087,710.0,0.0,,,,60200.0,449.0
,,,,,4.486330798479087,710.0,0.0,,,,64290.0,495.0
,,,,,4.486330798479087,710.0,0.0,,,,33310.0,274.0
,,,,,4.486330798479087,710.0,0.0,,,,60420.0,537.0
,,,,,4.486330798479087,710.0,0.0,,,,49430.0,434.0
,,,,,4.486330798479087,710.0,3.0,,,,20380.0,162.0
,,,,,4.486330798479087,710.0,0.0,,,,87140.0,680.0
,,,,,4.486330798479087,710.0,0.0,,,,24490.0,237.0
,,,,,4.486330798479087,710.0,0.0,,,,6140.0,60.0
,,,,,4.486330798479087,710.0,0.0,,,,2190.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,3020.0,29.0
,,,,,4.486330798479087,710.0,0.0,,,,1630.0,26.0
,,,,,4.486330798479087,710.0,0.0,,,,2560.0,38.0
,,,,,4.486330798479087,710.0,0.0,,,,3510.0,27.0
,,,,,4.486330798479087,710.0,3.0,,,,7570.0,69.0
,,,,,4.486330798479087,710.0,0.0,,,,45330.0,485.0
,,,,,4.486330798479087,710.0,3.0,,,,32690.0,380.0
,,,,,4.486330798479087,710.0,0.0,,,,26800.0,306.0
,,,,,4.486330798479087,710.0,0.0,,,,48250.0,573.0
,,,,,4.486330798479087,710.0,0.0,,,,6790.0,67.0
,,,,,4.486330798479087,710.0,0.0,,,,27890.0,276.0
,,,,,4.486330798479087,710.0,0.0,,,,54820.0,585.0
,,,,,4.486330798479087,710.0,0.0,,,,37840.0,468.0
,,,,,4.486330798479087,710.0,0.0,,,,31510.0,323.0
,,,,,4.486330798479087,710.0,0.0,,,,36400.0,411.0
,,,,,4.486330798479087,710.0,0.0,,,,9470.0,79.0
,,,,,4.486330798479087,710.0,0.0,,,,29340.0,294.0
,,,,,4.486330798479087,710.0,0.0,,,,44960.0,643.0
,,,,,4.486330798479087,710.0,0.0,,,,28500.0,337.0
,,,,,4.486330798479087,710.0,3.0,,,,31250.0,430.0
,,,,,4.486330798479087,710.0,0.0,,,,33760.0,568.0
,,,,,4.486330798479087,710.0,0.0,,,,25400.0,398.0
,,,,,4.486330798479087,710.0,0.0,,,,32500.0,474.0
,,,,,4.486330798479087,710.0,0.0,,,,12580.0,120.0
,,,,,4.486330798479087,710.0,0.0,,,,8060.0,57.0
,,,,,4.486330798479087,710.0,0.0,,,,20160.0,262.0
,,,,,4.486330798479087,710.0,0.0,,,,36020.0,487.0
,,,,,4.486330798479087,710.0,0.0,,,,26550.0,330.0
,,,,,4.486330798479087,710.0,0.0,,,,15460.0,208.0
,,,,,4.486330798479087,710.0,0.0,,,,23630.0,294.0
,,,,,4.486330798479087,710.0,0.0,,,,32130.0,427.0
,,,,,4.486330798479087,710.0,0.0,,,,28570.0,336.0
,,,,,4.486330798479087,710.0,0.0,,,,37640.0,596.0
,,,,,4.486330798479087,710.0,0.0,,,,42930.0,341.0
,,,,,4.486330798479087,710.0,3.0,,,,14990.0,185.0
,,,,,4.486330798479087,710.0,0.0,,,,45470.0,573.0
,,,,,4.486330798479087,710.0,3.0,,,,13740.0,218.0
,,,,,4.486330798479087,710.0,0.0,,,,17150.0,198.0
,,,,,4.486330798479087,710.0,0.0,,,,44600.0,591.0
,,,,,4.486330798479087,710.0,0.0,,,,40150.0,525.0
,,,,,4.486330798479087,710.0,0.0,,,,17860.0,200.0
,,,,,4.486330798479087,710.0,0.0,,,,4190.0,43.0
,,,,,4.486330798479087,710.0,0.0,,,,1150.0,22.0
,,,,,4.486330798479087,710.0,0.0,,,,2020.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,1650.0,21.0
,,,,,4.486330798479087,710.0,0.0,,,,6040.0,41.0
,,,,,4.486330798479087,710.0,0.0,,,,13690.0,147.0
,,,,,4.486330798479087,710.0,0.0,,,,54830.0,694.0
,,,,,4.486330798479087,710.0,0.0,,,,34280.0,460.0
,,,,,4.486330798479087,710.0,0.0,,,,24970.0,325.0
,,,,,4.486330798479087,710.0,0.0,,,,46740.0,553.0
,,,,,4.486330798479087,710.0,0.0,,,,23040.0,318.0
,,,,,4.486330798479087,710.0,0.0,,,,5380.0,90.0
,,,,,4.486330798479087,710.0,0.0,,,,33540.0,570.0
,,,,,4.486330798479087,710.0,0.0,,,,39980.0,629.0
,,,,,4.486330798479087,710.0,3.0,,,,28520.0,483.0
,,,,,4.486330798479087,710.0,3.0,,,,92780.0,1256.0
,,,,,4.486330798479087,710.0,0.0,,,,60910.0,882.0
,,,,,4.486330798479087,710.0,3.0,,,,81410.0,441.0
,,,,,4.486330798479087,710.0,0.0,,,,150220.0,709.0
,,,,,4.486330798479087,710.0,0.0,,,,109110.0,417.0
,,,,,4.486330798479087,710.0,0.0,,,,70490.0,330.0
,,,,,4.486330798479087,710.0,0.0,,,,83570.0,488.0
,,,,,4.486330798479087,710.0,0.0,,,,46580.0,260.0
,,,,,4.486330798479087,710.0,0.0,,,,6500.0,67.0
,,,,,4.486330798479087,710.0,0.0,,,,5310.0,49.0
,,,,,4.486330798479087,710.0,0.0,,,,5770.0,45.0
,,,,,4.486330798479087,710.0,3.0,,,,54150.0,307.0
,,,,,4.486330798479087,710.0,0.0,,,,96070.0,537.0
,,,,,4.486330798479087,710.0,0.0,,,,40800.0,222.0
,,,,,4.486330798479087,710.0,0.0,,,,38070.0,220.0
,,,,,4.486330798479087,710.0,3.0,,,,69660.0,362.0
,,,,,4.486330798479087,710.0,0.0,,,,32310.0,194.0
,,,,,4.486330798479087,710.0,0.0,,,,39760.0,211.0
,,,,,4.486330798479087,710.0,0.0,,,,74940.0,360.0
,,,,,4.486330798479087,710.0,0.0,,,,63950.0,297.0
,,,,,4.486330798479087,710.0,0.0,,,,54030.0,335.0
,,,,,4.486330798479087,710.0,0.0,,,,44080.0,339.0
,,,,,4.486330798479087,710.0,0.0,,,,33580.0,268.0
,,,,,4.486330798479087,710.0,0.0,,,,34980.0,296.0
,,,,,4.486330798479087,710.0,0.0,,,,40850.0,340.0
,,,,,4.486330798479087,710.0,0.0,,,,4050.0,34.0
,,,,,4.486330798479087,710.0,0.0,,,,6320.0,32.0
,,,,,4.486330798479087,710.0,0.0,,,,26130.0,220.0
,,,,,4.486330798479087,710.0,0.0,,,,34820.0,270.0
,,,,,4.486330798479087,710.0,0.0,,,,4410.0,76.0
,,,,,4.486330798479087,710.0,0.0,,,,3280.0,40.0
,,,,,4.486330798479087,710.0,0.0,,,,6070.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,17660.0,140.0
,,,,,4.486330798479087,710.0,0.0,,,,21240.0,138.0
,,,,,4.486330798479087,710.0,0.0,,,,37710.0,233.0
,,,,,4.486330798479087,710.0,3.0,,,,20250.0,157.0
,,,,,4.486330798479087,710.0,0.0,,,,43940.0,327.0
,,,,,4.486330798479087,710.0,0.0,,,,31770.0,231.0
,,,,,4.486330798479087,710.0,0.0,,,,16450.0,141.0
,,,,,4.486330798479087,710.0,3.0,,,,29150.0,259.0
,,,,,4.486330798479087,710.0,0.0,,,,39660.0,325.0
,,,,,4.486330798479087,710.0,0.0,,,,19220.0,149.0
,,,,,4.486330798479087,710.0,3.0,,,,40200.0,334.0
,,,,,4.486330798479087,710.0,0.0,,,,47010.0,375.0
,,,,,4.486330798479087,710.0,0.0,,,,8610.0,79.0
,,,,,4.486330798479087,710.0,0.0,,,,27810.0,265.0
,,,,,4.486330798479087,710.0,0.0,,,,36600.0,341.0
,,,,,4.486330798479087,710.0,0.0,,,,5640.0,58.0
,,,,,4.486330798479087,710.0,0.0,,,,27870.0,238.0
,,,,,4.486330798479087,710.0,0.0,,,,34150.0,346.0
,,,,,4.486330798479087,710.0,0.0,,,,3040.0,63.0
,,,,,4.486330798479087,710.0,0.0,,,,2410.0,39.0
,,,,,4.486330798479087,710.0,0.0,,,,3960.0,35.0
,,,,,4.486330798479087,710.0,3.0,,,,4420.0,60.0
,,,,,4.486330798479087,710.0,0.0,,,,49520.0,405.0
,,,,,4.486330798479087,710.0,0.0,,,,51910.0,495.0
,,,,,4.486330798479087,710.0,0.0,,,,13600.0,215.0
,,,,,4.486330798479087,710.0,0.0,,,,40140.0,417.0
,,,,,4.486330798479087,710.0,3.0,,,,31390.0,376.0
,,,,,4.486330798479087,710.0,3.0,,,,11230.0,103.0
,,,,,4.486330798479087,710.0,0.0,,,,23200.0,264.0
,,,,,4.486330798479087,710.0,0.0,,,,26670.0,444.0
,,,,,4.486330798479087,710.0,0.0,,,,26860.0,282.0
,,,,,4.486330798479087,710.0,3.0,,,,21760.0,250.0
,,,,,4.486330798479087,710.0,0.0,,,,17570.0,211.0
,,,,,4.486330798479087,710.0,0.0,,,,11800.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,40250.0,451.0
,,,,,4.486330798479087,710.0,0.0,,,,45180.0,370.0
,,,,,4.486330798479087,710.0,0.0,,,,25650.0,157.0
,,,,,4.486330798479087,710.0,0.0,,,,48530.0,485.0
,,,,,4.486330798479087,710.0,0.0,,,,45350.0,469.0
,,,,,4.486330798479087,710.0,0.0,,,,31710.0,352.0
,,,,,4.486330798479087,710.0,0.0,,,,4520.0,50.0
,,,,,4.486330798479087,710.0,0.0,,,,7400.0,47.0
,,,,,4.486330798479087,710.0,3.0,,,,20160.0,243.0
,,,,,4.486330798479087,710.0,0.0,,,,50890.0,602.0
,,,,,4.486330798479087,710.0,0.0,,,,40880.0,519.0
,,,,,4.486330798479087,710.0,0.0,,,,30430.0,308.0
,,,,,4.486330798479087,710.0,3.0,,,,71080.0,767.0
,,,,,4.486330798479087,710.0,0.0,,,,65490.0,735.0
,,,,,4.486330798479087,710.0,0.0,,,,31440.0,361.0
,,,,,4.486330798479087,710.0,0.0,,,,51660.0,626.0
,,,,,4.486330798479087,710.0,0.0,,,,45080.0,468.0
,,,,,4.486330798479087,710.0,0.0,,,,48100.0,582.0
,,,,,4.486330798479087,710.0,0.0,,,,90330.0,913.0
,,,,,4.486330798479087,710.0,3.0,,,,50090.0,699.0
,,,,,4.486330798479087,710.0,0.0,,,,36430.0,500.0
,,,,,4.486330798479087,710.0,0.0,,,,65150.0,952.0
,,,,,4.486330798479087,710.0,0.0,,,,40030.0,577.0
,,,,,4.486330798479087,710.0,0.0,,,,45170.0,579.0
,,,,,4.486330798479087,710.0,0.0,,,,93510.0,1375.0
,,,,,4.486330798479087,710.0,0.0,,,,59240.0,941.0
,,,,,4.486330798479087,710.0,0.0,,,,11130.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,2960.0,49.0
,,,,,4.486330798479087,710.0,0.0,,,,10520.0,72.0
,,,,,4.486330798479087,710.0,3.0,,,,44770.0,770.0
,,,,,4.486330798479087,710.0,0.0,,,,79790.0,1419.0
,,,,,4.486330798479087,710.0,0.0,,,,58160.0,897.0
,,,,,4.486330798479087,710.0,3.0,,,,51230.0,944.0
,,,,,4.486330798479087,710.0,0.0,,,,55890.0,1204.0
,,,,,4.486330798479087,710.0,3.0,,,,29900.0,665.0
,,,,,4.486330798479087,710.0,0.0,,,,8660.0,205.0
,,,,,4.486330798479087,710.0,0.0,,,,23290.0,592.0
,,,,,4.486330798479087,710.0,0.0,,,,21000.0,523.0
,,,,,4.486330798479087,710.0,0.0,,,,24570.0,434.0
,,,,,4.486330798479087,710.0,0.0,,,,56350.0,999.0
,,,,,4.486330798479087,710.0,0.0,,,,31900.0,643.0
,,,,,4.486330798479087,710.0,0.0,,,,23920.0,359.0
,,,,,4.486330798479087,710.0,0.0,,,,65240.0,1008.0
,,,,,4.486330798479087,710.0,0.0,,,,49070.0,587.0
,,,,,4.486330798479087,710.0,0.0,,,,122820.0,1191.0
,,,,,4.486330798479087,710.0,0.0,,,,132520.0,1174.0
,,,,,4.486330798479087,710.0,0.0,,,,25710.0,258.0
,,,,,4.486330798479087,710.0,0.0,,,,17700.0,174.0
,,,,,4.486330798479087,710.0,0.0,,,,72300.0,155.0
,,,,,4.486330798479087,710.0,0.0,,,,16960.0,130.0
,,,,,4.486330798479087,710.0,0.0,,,,87700.0,935.0
,,,,,4.486330798479087,710.0,0.0,,,,118860.0,1122.0
,,,,,4.486330798479087,710.0,0.0,,,,102710.0,1159.0
,,,,,4.486330798479087,710.0,0.0,,,,95050.0,860.0
,,,,,4.486330798479087,710.0,0.0,,,,182210.0,1766.0
,,,,,4.486330798479087,710.0,0.0,,,,95020.0,859.0
,,,,,4.486330798479087,710.0,0.0,,,,29290.0,235.0
,,,,,4.486330798479087,710.0,0.0,,,,11440.0,121.0
,,,,,4.486330798479087,710.0,0.0,,,,26800.0,94.0
,,,,,4.486330798479087,710.0,0.0,,,,43650.0,334.0
,,,,,4.486330798479087,710.0,0.0,,,,154830.0,1252.0
,,,,,4.486330798479087,710.0,0.0,,,,121720.0,1170.0
,,,,,4.486330798479087,710.0,0.0,,,,111950.0,997.0
,,,,,4.486330798479087,710.0,0.0,,,,190960.0,1651.0
,,,,,4.486330798479087,710.0,0.0,,,,95620.0,996.0
,,,,,4.486330798479087,710.0,0.0,,,,133430.0,1074.0
,,,,,4.486330798479087,710.0,0.0,,,,253510.0,2069.0
,,,,,4.486330798479087,710.0,0.0,,,,121870.0,935.0
,,,,,4.486330798479087,710.0,0.0,,,,148160.0,1282.0
,,,,,4.486330798479087,710.0,0.0,,,,156780.0,1301.0
,,,,,4.486330798479087,710.0,0.0,,,,23000.0,157.0
,,,,,4.486330798479087,710.0,3.0,,,,107100.0,1003.0
,,,,,4.486330798479087,710.0,3.0,,,,127110.0,1140.0
,,,,,4.486330798479087,710.0,0.0,,,,163510.0,1534.0
,,,,,4.486330798479087,710.0,3.0,,,,134890.0,1411.0
,,,,,4.486330798479087,710.0,3.0,,,,306400.0,2522.0
,,,,,4.486330798479087,710.0,3.0,,,,83490.0,898.0
,,,,,4.486330798479087,710.0,0.0,,,,92760.0,967.0
,,,,,4.486330798479087,710.0,0.0,,,,105810.0,958.0
,,,,,4.486330798479087,710.0,0.0,,,,128260.0,1235.0
,,,,,4.486330798479087,710.0,3.0,,,,95280.0,1031.0
,,,,,4.486330798479087,710.0,0.0,,,,186280.0,1921.0
,,,,,4.486330798479087,710.0,0.0,,,,195950.0,1913.0
,,,,,4.486330798479087,710.0,0.0,,,,117120.0,1095.0
,,,,,4.486330798479087,710.0,0.0,,,,273200.0,2387.0
,,,,,4.486330798479087,710.0,0.0,,,,121400.0,1063.0
,,,,,4.486330798479087,710.0,0.0,,,,200350.0,1668.0
,,,,,4.486330798479087,710.0,0.0,,,,130940.0,1397.0
,,,,,4.486330798479087,710.0,0.0,,,,38450.0,343.0
,,,,,4.486330798479087,710.0,3.0,,,,12490.0,122.0
,,,,,4.486330798479087,710.0,0.0,,,,12380.0,126.0
,,,,,4.486330798479087,710.0,0.0,,,,12150.0,118.0
,,,,,4.486330798479087,710.0,3.0,,,,166220.0,1762.0
,,,,,4.486330798479087,710.0,0.0,,,,265250.0,2852.0
,,,,,4.486330798479087,710.0,0.0,,,,162190.0,1702.0
,,,,,4.486330798479087,710.0,3.0,,,,127010.0,1388.0
,,,,,4.486330798479087,710.0,0.0,,,,229070.0,2597.0
,,,,,4.486330798479087,710.0,3.0,,,,167100.0,1690.0
,,,,,4.486330798479087,710.0,0.0,,,,132470.0,1552.0
,,,,,4.486330798479087,710.0,3.0,,,,254750.0,2932.0
,,,,,4.486330798479087,710.0,0.0,,,,151210.0,1727.0
,,,,,4.486330798479087,710.0,3.0,,,,118110.0,1660.0
,,,,,4.486330798479087,710.0,0.0,,,,118120.0,1716.0
,,,,,4.486330798479087,710.0,0.0,,,,185910.0,2451.0
,,,,,4.486330798479087,710.0,0.0,,,,197590.0,2804.0
,,,,,4.486330798479087,710.0,0.0,,,,26780.0,345.0
,,,,,4.486330798479087,710.0,0.0,,,,9670.0,186.0
,,,,,4.486330798479087,710.0,0.0,,,,9980.0,170.0
,,,,,4.486330798479087,710.0,0.0,,,,8760.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,7370.0,110.0
,,,,,4.486330798479087,710.0,0.0,,,,4580.0,91.0
,,,,,4.486330798479087,710.0,0.0,,,,4610.0,78.0
,,,,,4.486330798479087,710.0,3.0,,,,6040.0,112.0
,,,,,4.486330798479087,710.0,0.0,,,,68920.0,1004.0
,,,,,4.486330798479087,710.0,0.0,,,,134870.0,2096.0
,,,,,4.486330798479087,710.0,0.0,,,,71650.0,1173.0
,,,,,4.486330798479087,710.0,0.0,,,,159910.0,2345.0
,,,,,4.486330798479087,710.0,0.0,,,,172530.0,2873.0
,,,,,4.486330798479087,710.0,0.0,,,,93120.0,1238.0
,,,,,4.486330798479087,710.0,0.0,,,,27830.0,190.0
,,,,,4.486330798479087,710.0,0.0,,,,44320.0,269.0
,,,,,4.486330798479087,710.0,0.0,,,,26830.0,192.0
,,,,,4.486330798479087,710.0,0.0,,,,29240.0,217.0
,,,,,4.486330798479087,710.0,0.0,,,,47740.0,276.0
,,,,,4.486330798479087,710.0,0.0,,,,36520.0,209.0
,,,,,4.486330798479087,710.0,0.0,,,,28360.0,181.0
,,,,,4.486330798479087,710.0,0.0,,,,29990.0,203.0
,,,,,4.486330798479087,710.0,0.0,,,,21060.0,106.0
,,,,,4.486330798479087,710.0,0.0,,,,18240.0,87.0
,,,,,4.486330798479087,710.0,0.0,,,,33660.0,248.0
,,,,,4.486330798479087,710.0,0.0,,,,21670.0,132.0
,,,,,4.486330798479087,710.0,0.0,,,,5990.0,53.0
,,,,,4.486330798479087,710.0,0.0,,,,6430.0,30.0
,,,,,4.486330798479087,710.0,0.0,,,,3020.0,19.0
,,,,,4.486330798479087,710.0,0.0,,,,23400.0,140.0
,,,,,4.486330798479087,710.0,0.0,,,,45990.0,349.0
,,,,,4.486330798479087,710.0,0.0,,,,19570.0,153.0
,,,,,4.486330798479087,710.0,0.0,,,,32550.0,167.0
,,,,,4.486330798479087,710.0,0.0,,,,53860.0,346.0
,,,,,4.486330798479087,710.0,0.0,,,,37810.0,238.0
,,,,,4.486330798479087,710.0,0.0,,,,10130.0,133.0
,,,,,4.486330798479087,710.0,0.0,,,,57860.0,383.0
,,,,,4.486330798479087,710.0,0.0,,,,42470.0,326.0
,,,,,4.486330798479087,710.0,0.0,,,,42840.0,248.0
,,,,,4.486330798479087,710.0,0.0,,,,13060.0,81.0
,,,,,4.486330798479087,710.0,0.0,,,,15930.0,177.0
,,,,,4.486330798479087,710.0,0.0,,,,60340.0,495.0
,,,,,4.486330798479087,710.0,0.0,,,,39690.0,416.0
,,,,,4.486330798479087,710.0,0.0,,,,32930.0,271.0
,,,,,4.486330798479087,710.0,0.0,,,,18210.0,150.0
,,,,,4.486330798479087,710.0,0.0,,,,24790.0,236.0
,,,,,4.486330798479087,710.0,0.0,,,,43490.0,352.0
,,,,,4.486330798479087,710.0,0.0,,,,10850.0,131.0
,,,,,4.486330798479087,710.0,0.0,,,,3770.0,50.0
,,,,,4.486330798479087,710.0,0.0,,,,3650.0,41.0
,,,,,4.486330798479087,710.0,0.0,,,,8380.0,47.0
,,,,,4.486330798479087,710.0,0.0,,,,61110.0,439.0
,,,,,4.486330798479087,710.0,0.0,,,,39880.0,342.0
,,,,,4.486330798479087,710.0,0.0,,,,19170.0,158.0
,,,,,4.486330798479087,710.0,0.0,,,,17750.0,151.0
,,,,,4.486330798479087,710.0,0.0,,,,41740.0,331.0
,,,,,4.486330798479087,710.0,0.0,,,,35800.0,341.0
,,,,,4.486330798479087,710.0,0.0,,,,48820.0,446.0
,,,,,4.486330798479087,710.0,0.0,,,,29470.0,347.0
,,,,,4.486330798479087,710.0,0.0,,,,23050.0,202.0
,,,,,4.486330798479087,710.0,0.0,,,,37820.0,347.0
,,,,,4.486330798479087,710.0,0.0,,,,33800.0,316.0
,,,,,4.486330798479087,710.0,0.0,,,,13830.0,145.0
,,,,,4.486330798479087,710.0,0.0,,,,46170.0,404.0
,,,,,4.486330798479087,710.0,0.0,,,,35510.0,313.0
,,,,,4.486330798479087,710.0,0.0,,,,31040.0,322.0
,,,,,4.486330798479087,710.0,0.0,,,,47690.0,518.0
,,,,,4.486330798479087,710.0,0.0,,,,28130.0,347.0
,,,,,4.486330798479087,710.0,0.0,,,,4760.0,94.0
,,,,,4.486330798479087,710.0,0.0,,,,3860.0,77.0
,,,,,4.486330798479087,710.0,0.0,,,,2210.0,34.0
,,,,,4.486330798479087,710.0,0.0,,,,12610.0,157.0
,,,,,4.486330798479087,710.0,0.0,,,,39390.0,460.0
,,,,,4.486330798479087,710.0,0.0,,,,19630.0,295.0
,,,,,4.486330798479087,710.0,0.0,,,,26130.0,260.0
,,,,,4.486330798479087,710.0,0.0,,,,19420.0,279.0
,,,,,4.486330798479087,710.0,3.0,,,,18960.0,178.0
,,,,,4.486330798479087,710.0,0.0,,,,26290.0,104.0
,,,,,4.486330798479087,710.0,0.0,,,,18580.0,121.0
,,,,,4.486330798479087,710.0,0.0,,,,9130.0,68.0
,,,,,4.486330798479087,710.0,0.0,,,,6340.0,18.0
,,,,,4.486330798479087,710.0,0.0,,,,1200.0,15.0
,,,,,4.486330798479087,710.0,0.0,,,,1020.0,10.0
,,,,,4.486330798479087,710.0,0.0,,,,2360.0,16.0
,,,,,4.486330798479087,710.0,0.0,,,,1070.0,17.0
,,,,,4.486330798479087,710.0,0.0,,,,500.0,7.0
,,,,,4.486330798479087,710.0,0.0,,,,340.0,6.0
,,,,,4.486330798479087,710.0,0.0,,,,100.0,4.0
,,,,,4.486330798479087,710.0,0.0,,,,720.0,2.0
,,,,,4.486330798479087,710.0,0.0,,,,950.0,4.0
,,,,,4.486330798479087,710.0,0.0,,,,430.0,3.0
,,,,,4.486330798479087,710.0,0.0,,,,290.0,3.0
,,,,,4.486330798479087,710.0,0.0,,,,3330.0,37.0
,,,,,4.486330798479087,710.0,0.0,,,,11740.0,46.0
,,,,,4.486330798479087,710.0,0.0,,,,850.0,6.0
